Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brew_ID,City,State
Snake River Lager,406,0.05,18,192,Vienna Lager,12,192,Jackson,WY
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,192,Jackson,WY
Pako’s EyePA,393,0.068,60,192,American IPA,12,192,Jackson,WY
Dark Voyage Black IPA (2013),2227,0.065,80,193,American Black Ale,12,193,Middleton,WI
Wisconsin Amber,2226,0.052,28,193,Vienna Lager,12,193,Middleton,WI
Lake House,2225,0.046,18,193,Munich Helles Lager,12,193,Middleton,WI
Ghost Ship White IPA,1954,0.056,55,193,American IPA,12,193,Middleton,WI
Lake House,1910,0.046,18,193,Munich Helles Lager,16,193,Middleton,WI
Mutiny IPA,1177,0.062,70,193,American IPA,12,193,Middleton,WI
Wisconsin Amber (1998),840,0.052,NA,193,Vienna Lager,12,193,Middleton,WI
Island Wheat,180,0.042,NA,193,American Pale Wheat Ale,12,193,Middleton,WI
Wisconsin Amber (2013),63,0.052,NA,193,Vienna Lager,12,193,Middleton,WI
U.S. Pale Ale,62,0.05,NA,193,American Pale Ale (APA),12,193,Middleton,WI
Supper Club Lager,61,NA,NA,193,American Pale Lager,12,193,Middleton,WI
Golden One,2207,0.068,NA,194,Belgian Pale Ale,12,194,Oklahoma City,OK
Arjuna,2040,0.06,NA,194,Witbier,12,194,Oklahoma City,OK
Uroboros,2039,0.085,NA,194,American Stout,12,194,Oklahoma City,OK
Mountain Rescue Pale Ale,2205,0.055,40,195,American Pale Ale (APA),12,195,Bend,OR
Post Time Kölsch,2204,0.05,NA,196,Kölsch,16,196,Portland,OR
Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,197,Chicago,IL
Couch Select Lager,2196,0.05,14,198,American Pale Lager,12,198,Portland,OR
Double D Blonde,2195,0.049,20,199,American Blonde Ale,12,199,Springfield,OR
Festeroo Winter Ale,1605,0.078,60,199,American Strong Ale,12,199,Springfield,OR
Proxima IPA,1543,0.063,70,199,American IPA,12,199,Springfield,OR
Double D Blonde (2013),1390,0.049,20,199,American Blonde Ale,12,199,Springfield,OR
541 American Lager,1354,0.048,13,199,American Pale Lager,12,199,Springfield,OR
Alphadelic IPA,1353,0.065,90,199,American IPA,12,199,Springfield,OR
Alphadelic IPA (2011),499,0.065,90,199,American IPA,12,199,Springfield,OR
Double D Blonde (2011),498,0.049,20,199,American Blonde Ale,12,199,Springfield,OR
Worthy IPA,2194,0.069,69,200,American IPA,12,200,Bend,OR
Easy Day Kolsch,1514,0.045,25,200,Kölsch,12,200,Bend,OR
Lights Out Vanilla Cream Extra Stout,1513,0.077,30,200,American Double / Imperial IPA,12,200,Bend,OR
Worthy IPA (2013),1512,0.069,69,200,American IPA,12,200,Bend,OR
Worthy Pale,1511,0.06,50,200,American Pale Ale (APA),12,200,Bend,OR
Occidental Hefeweizen,2192,0.047,NA,201,American Pale Wheat Ale,16,201,Portland,OR
Occidental Dunkel,1130,0.051,NA,201,Dunkelweizen,16,201,Portland,OR
Occidental Altbier,1129,0.05,NA,201,Altbier,16,201,Portland,OR
Occidental Kölsch,1081,0.045,NA,201,Kölsch,16,201,Portland,OR
Loki Red Ale,2191,0.075,53,202,American Amber / Red Ale,16,202,Estacada,OR
Peaches & Cream,1731,0.046,NA,202,Fruit / Vegetable Beer,16,202,Estacada,OR
Quaff India Style Session Ale,1022,0.051,NA,202,American IPA,16,202,Estacada,OR
Loki Red Ale (2013),895,0.075,53,202,American Amber / Red Ale,16,202,Estacada,OR
Mjolnir Imperial IPA,682,0.069,NA,202,American Double / Imperial IPA,16,202,Estacada,OR
Fearless Scottish Ale,112,0.05,NA,202,Scottish Ale,16,202,Estacada,OR
Campside Session IPA,2190,0.045,50,203,American IPA,16,203,Bloomington,IN
Upland Wheat Ale,1951,0.045,15,203,Witbier,16,203,Bloomington,IN
Dragonfly IPA,1950,0.06,NA,203,American IPA,16,203,Bloomington,IN
Tsunami IPA,2186,0.072,75,204,American IPA,19.2,204,Hilo,HI
Tsunami IPA,2185,0.072,75,204,American IPA,12,204,Hilo,HI
Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,204,Hilo,HI
Hawaiian Crow Porter,2178,0.052,27,204,American Porter,12,204,Hilo,HI
Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,204,Hilo,HI
Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,204,Hilo,HI
Kaua'i Golden Ale,2183,0.049,NA,205,American Blonde Ale,12,205,Hilo,HI
Sunset Amber,2182,0.054,NA,205,American Pale Ale (APA),12,205,Hilo,HI
Hapa Brown Ale,2181,0.064,NA,205,American Brown Ale,19.2,205,Hilo,HI
Hapa Brown Ale,2180,0.064,NA,205,American Brown Ale,12,205,Hilo,HI
Southern Cross,2179,0.083,NA,205,Flanders Red Ale,19.2,205,Hilo,HI
Mound Builder IPA,2175,0.065,77,206,American IPA,12,206,Lafayette,IN
Amazon Princess IPA,2168,0.062,62,206,American IPA,12,206,Lafayette,IN
Farmer's Daughter Wheat,1956,0.042,NA,206,American Pale Wheat Ale,12,206,Lafayette,IN
People's Pilsner,1794,0.045,NA,206,German Pilsener,12,206,Lafayette,IN
Quick WIT,2172,0.052,NA,207,Belgian Pale Ale,12,207,Astoria,OR
The Optimist,2171,0.062,NA,207,American IPA,12,207,Astoria,OR
Suicide Squeeze IPA,1911,0.045,NA,207,American IPA,16,207,Astoria,OR
Java the Hop,1803,0.065,NA,207,American IPA,16,207,Astoria,OR
Next Adventure Black IPA,1566,0.062,NA,207,American Black Ale,16,207,Astoria,OR
3-Way IPA (2013),1515,0.067,NA,207,American IPA,16,207,Astoria,OR
Tender Loving Empire NWPA,1214,0.058,NA,207,American Pale Ale (APA),16,207,Astoria,OR
Quick Wit Belgianesque Ale,674,0.052,NA,207,Witbier,16,207,Astoria,OR
Sunrise Oatmeal Pale Ale,562,0.055,NA,207,American Pale Ale (APA),16,207,Astoria,OR
Cavatica Stout,552,0.088,NA,207,American Double / Imperial Stout,16,207,Astoria,OR
1811 Lager,319,0.051,NA,207,American Amber / Red Lager,16,207,Astoria,OR
Vortex IPA,318,0.074,97,207,American IPA,16,207,Astoria,OR
Evil Owl,2167,0.052,40,208,American Amber / Red Ale,12,208,San Antonio,TX
Sucha Much IPA,2163,0.071,NA,209,American IPA,12,209,Kalona,IA
Lewbricator Wheat Dopplebock,2162,0.075,24,209,Doppelbock,12,209,Kalona,IA
City of the Sun,2159,0.075,85,210,American IPA,16,210,San Diego,CA
Booming Rollers,2157,0.068,75,210,American IPA,16,210,San Diego,CA
Oneida,2156,0.052,50,210,American Pale Ale (APA),16,210,San Diego,CA
Aurora,2154,0.067,75,210,American Amber / Red Ale,16,210,San Diego,CA
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,210,San Diego,CA
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,210,San Diego,CA
Black House,1493,0.058,40,210,American Stout,16,210,San Diego,CA
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,210,San Diego,CA
Smittytown,2155,0.048,NA,211,Extra Special / Strong Bitter (ESB),12,211,Evanston,IL
Greenwood Beach,1982,0.04,NA,211,Fruit / Vegetable Beer,12,211,Evanston,IL
Gatecrasher,1939,0.066,NA,211,English India Pale Ale (IPA),12,211,Evanston,IL
#001 Golden Amber Lager,2149,0.055,NA,212,American Amber / Red Lager,12,212,Verona,WI
#002 American I.P.A.,2148,0.071,60,212,American IPA,12,212,Verona,WI
#003 Brown & Robust Porter,2147,0.052,NA,212,American Porter,12,212,Verona,WI
#004 Session I.P.A.,2146,0.048,38,212,American IPA,12,212,Verona,WI
Red Water Irish Style Red,2145,0.065,NA,213,American Amber / Red Ale,12,213,Spearfish,SD
Mjöllnir,1804,0.066,NA,213,Herbed / Spiced Beer,12,213,Spearfish,SD
Bear Butte Nut Brown Ale,1602,0.055,NA,213,American Brown Ale,12,213,Spearfish,SD
Easy Livin' Summer Ale,1301,0.045,NA,213,American Blonde Ale,12,213,Spearfish,SD
Canyon Cream Ale,542,0.055,NA,213,Cream Ale,12,213,Spearfish,SD
Pile O'Dirt Porter,272,0.069,NA,213,American Porter,12,213,Spearfish,SD
11th Hour IPA,271,0.06,NA,213,American IPA,12,213,Spearfish,SD
Monarch Classic American Wheat,2129,0.043,21,214,American Pale Wheat Ale,12,214,Farmers Branch,TX
Sir William's English Brown Ale,2127,0.049,21,214,English Brown Ale,12,214,Farmers Branch,TX
Lakefire Rye Pale Ale,2126,0.055,35,214,American Pale Ale (APA),12,214,Farmers Branch,TX
1836,2125,0.06,40,215,American Blonde Ale,12,215,Houston,TX
Summer's Wit,2124,0.06,20,215,Witbier,12,215,Houston,TX
More Cowbell,2123,0.09,118,215,American Double / Imperial IPA,16,215,Houston,TX
First Stand,2119,0.055,35,216,Saison / Farmhouse Ale,12,216,Richmond,TX
Battle LIne,2118,0.063,23,216,American Brown Ale,12,216,Richmond,TX
Broken Bridge,2117,0.056,12,216,Dunkelweizen,12,216,Richmond,TX
Brutus,2116,0.071,69,216,English India Pale Ale (IPA),12,216,Richmond,TX
Lyric Ale,2113,0.065,NA,217,Saison / Farmhouse Ale,12,217,Atlanta,GA
Atalanta,2112,0.053,NA,217,Saison / Farmhouse Ale,12,217,Atlanta,GA
What the Butler Saw,2111,0.05,18,218,Witbier,12,218,Cherry Hill,NJ
1916 Shore Shiver,2110,0.069,65,218,American IPA,12,218,Cherry Hill,NJ
Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,219,Ponderay,ID
Two-One Niner,1397,0.048,9,219,American Pilsner,12,219,Ponderay,ID
Laughing Dog IPA,1396,0.064,66,219,American IPA,12,219,Ponderay,ID
Plum St. Porter,2107,0.06,52,220,American Porter,12,220,Bozeman,MT
Plum St. Porter,1573,0.057,52,220,American Porter,12,220,Bozeman,MT
Bozone HopZone IPA,1289,0.07,80,220,American IPA,12,220,Bozeman,MT
Bozone Hefe Weizen,1288,0.06,25,220,Hefeweizen,12,220,Bozeman,MT
Bozone Select Amber Ale,470,0.055,NA,220,American Amber / Red Ale,12,220,Bozeman,MT
Aprè Shred,2104,0.081,17,221,American Strong Ale,16,221,Broomfield,CO
Hemlock Double IPA,1762,0.095,104,221,American Double / Imperial IPA,12,221,Broomfield,CO
West Portal Colorado Common Summer Ale,1422,0.041,NA,221,California Common / Steam Beer,16,221,Broomfield,CO
Disconnected Red,1067,0.067,85,221,American Amber / Red Ale,16,221,Broomfield,CO
Arcus IPA,2096,0.069,81,222,American IPA,12,222,Odessa,FL
Wavemaker,2095,0.058,38,222,American Amber / Red Ale,12,222,Odessa,FL
Epitome,2094,0.099,100,223,American Black Ale,16,223,Atlantic Highlands,NJ
Monkey Chased the Weasel,1941,0.039,9,223,Berliner Weissbier,16,223,Atlantic Highlands,NJ
077XX,1940,0.078,80,223,American Double / Imperial IPA,16,223,Atlantic Highlands,NJ
Boat Beer,1439,0.042,35,223,American IPA,12,223,Atlantic Highlands,NJ
Pleasure Town,2093,0.063,61,224,American IPA,12,224,Anchorage,AK
Pleasure Town IPA,1814,0.063,61,224,American IPA,12,224,Anchorage,AK
Snowshoe White Ale,587,0.048,12,224,Witbier,12,224,Anchorage,AK
Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,224,Anchorage,AK
Sockeye Red IPA,434,0.057,70,224,American IPA,12,224,Anchorage,AK
Trail Head,2089,0.063,55,225,American Pale Ale (APA),12,225,Middleburg Heights,OH
Hop Stalker Fresh Hop IPA,2088,0.07,80,225,American IPA,16,225,Middleburg Heights,OH
Blood Orange Wit,2087,0.05,16,226,Witbier,16,226,Temecula,CA
8 Barrel,2080,0.08,69,227,American Strong Ale,16,227,Chatham,NY
Oktoberfest,2079,0.055,40,227,Märzen / Oktoberfest,16,227,Chatham,NY
Stone of Arbroath,2078,0.08,NA,228,Scotch Ale / Wee Heavy,12,228,Washington,DC
The Tradition,1809,0.05,15,228,American Blonde Ale,12,228,Washington,DC
El Hefe Speaks,1263,0.053,11,228,Hefeweizen,12,228,Washington,DC
Penn Quarter Porter,1092,0.055,NA,228,American Porter,12,228,Washington,DC
On the Wings of Armageddon,851,0.092,115,228,American Double / Imperial IPA,12,228,Washington,DC
The Corruption,186,0.065,80,228,American IPA,12,228,Washington,DC
The Citizen,185,0.07,NA,228,Belgian Pale Ale,12,228,Washington,DC
The Public,184,0.06,NA,228,American Pale Ale (APA),12,228,Washington,DC
No Wake IPA,2077,0.072,50,229,American IPA,12,229,Lake Geneva,WI
Boathouse Blonde,2076,0.049,15,229,American Blonde Ale,12,229,Lake Geneva,WI
Cedar Point,2075,0.05,26,229,American Amber / Red Ale,12,229,Lake Geneva,WI
Pine Knob Pilsner,2074,0.053,NA,230,Czech Pilsener,16,230,Rochester,MI
Cal and Co. Black Cherry Porter,1724,NA,NA,230,American Porter,16,230,Rochester,MI
Lazy Daze Lager,1280,0.055,NA,230,American Adjunct Lager,16,230,Rochester,MI
Rochester Red Ale,899,0.059,NA,230,American Amber / Red Ale,16,230,Rochester,MI
Milkshake Stout,363,0.05,NA,230,Milk / Sweet Stout,16,230,Rochester,MI
Cornerstone IPA,158,0.07,NA,230,American IPA,16,230,Rochester,MI
Lazy Daze Lager,97,0.055,NA,230,American Adjunct Lager,12,230,Rochester,MI
Imperial Pumpkin Stout,2068,0.099,43,231,Pumpkin Ale,16,231,Gloucester,MA
Dead-Eye DIPA,2067,0.09,130,231,American Double / Imperial IPA,16,231,Gloucester,MA
Fisherman's IPA,2066,0.055,64,231,American IPA,12,231,Gloucester,MA
Fisherman's Pils,2065,0.054,35,231,German Pilsener,12,231,Gloucester,MA
Fisherman's Brew,2064,0.055,30,231,American Amber / Red Ale,12,231,Gloucester,MA
Noche Dulce,2062,0.071,16,232,American Porter,16,232,Tucson,AZ
Big Blue Van,2061,0.058,NA,233,Fruit / Vegetable Beer,16,233,Lake Havasu City,AZ
Weize Guy,2060,0.05,15,234,Hefeweizen,12,234,Henderson,NV
Fox Tail Gluten Free Ale,469,0.05,50,234,American Pale Ale (APA),12,234,Henderson,NV
Hop Box Imperial IPA,468,0.093,90,234,American Double / Imperial IPA,12,234,Henderson,NV
Joseph James American Lager,467,0.052,15,234,American Adjunct Lager,12,234,Henderson,NV
UFO Gingerland,2059,0.052,15,235,Herbed / Spiced Beer,12,235,Boston,MA
The Long Thaw White IPA,1653,0.062,45,235,American White IPA,12,235,Boston,MA
Honey Cider,1558,0.048,NA,235,Cider,12,235,Boston,MA
Harpoon Summer Beer,1380,0.05,28,235,Kölsch,12,235,Boston,MA
Harpoon IPA,1379,0.059,42,235,American IPA,12,235,Boston,MA
UFO Pumpkin,1340,0.059,20,235,Pumpkin Ale,12,235,Boston,MA
Harpoon Octoberfest,1313,0.055,30,235,Märzen / Oktoberfest,12,235,Boston,MA
Harpoon IPA (2012),770,0.059,42,235,American IPA,12,235,Boston,MA
Harpoon Summer Beer (2012),769,0.05,28,235,Kölsch,12,235,Boston,MA
UFO White,610,0.048,10,235,American Pale Wheat Ale,12,235,Boston,MA
Harpoon Summer Beer (2010),192,0.05,28,235,Kölsch,12,235,Boston,MA
Harpoon IPA (2010),126,0.059,42,235,American IPA,12,235,Boston,MA
Palate Mallet,2058,0.086,NA,236,American Double / Imperial IPA,12,236,Bloomfield,CT
Back East Porter,1483,0.06,NA,236,American Porter,12,236,Bloomfield,CT
Back East Golden Ale,1426,0.049,NA,236,American Blonde Ale,12,236,Bloomfield,CT
Misty Mountain IPA,1132,0.07,NA,236,American IPA,12,236,Bloomfield,CT
Back East Ale,1131,0.05,NA,236,American Amber / Red Ale,12,236,Bloomfield,CT
Stickin' In My Rye,2057,0.07,NA,237,Rye Beer,24,237,Charlottesville,VA
Black Me Stout,2056,0.06,45,237,American Stout,12,237,Charlottesville,VA
Killer Kolsch,2055,0.05,22,237,Kölsch,12,237,Charlottesville,VA
Missile IPA,1933,0.07,65,237,American IPA,12,237,Charlottesville,VA
Bravo Four Point,2051,0.044,45,238,American Pale Ale (APA),12,238,Lexington,VA
Striped Bass Pale Ale,1201,0.052,26,238,American Pale Ale (APA),12,238,Lexington,VA
Cream Ale,2050,0.042,35,239,Cream Ale,12,239,Newburgh,NY
Tarasque,2047,0.059,NA,240,Saison / Farmhouse Ale,12,240,Memphis,TN
Ananda India Pale Ale,1470,0.062,61,240,American IPA,12,240,Memphis,TN
Tiny Bomb,1469,0.045,23,240,American Pilsner,12,240,Memphis,TN
Might As Well IPL,2045,0.072,75,241,American Pale Lager,16,241,Los Angeles,CA
Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,241,Los Angeles,CA
2020 IPA,1777,0.074,74,241,American IPA,16,241,Los Angeles,CA
Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,241,Los Angeles,CA
Better Weather IPA,1641,0.094,92,241,American IPA,16,241,Los Angeles,CA
Point the Way IPA,1490,0.059,60,241,American IPA,16,241,Los Angeles,CA
Golden Road Hefeweizen,1489,0.046,15,241,Hefeweizen,16,241,Los Angeles,CA
Heal the Bay IPA,1399,0.068,65,241,American IPA,16,241,Los Angeles,CA
Point the Way IPA,1296,0.059,60,241,American IPA,12,241,Los Angeles,CA
Cabrillo Kölsch,1034,0.05,NA,241,Kölsch,16,241,Los Angeles,CA
Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,241,Los Angeles,CA
Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,241,Los Angeles,CA
Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,241,Los Angeles,CA
Point the Way IPA (2012),549,0.059,60,241,American IPA,16,241,Los Angeles,CA
Golden Road Hefeweizen (2012),548,0.046,15,241,Hefeweizen,16,241,Los Angeles,CA
Skylight,2043,0.056,20,242,Dunkelweizen,12,242,College Station,TX
Kadigan,2042,0.056,30,242,American Blonde Ale,12,242,College Station,TX
Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,242,College Station,TX
Infamous IPA,2038,0.07,75,243,American IPA,12,243,Austin,TX
Hijack,1774,0.055,20,243,Cream Ale,12,243,Austin,TX
The Gilded Age,2037,0.045,NA,244,Munich Helles Lager,12,244,Plant City,FL
Getaway,2036,0.052,30,245,German Pilsener,16,245,Stillwater,MN
Farm Girl Saison,1168,0.06,30,245,Saison / Farmhouse Ale,16,245,Stillwater,MN
Pub Ale,2033,0.038,18,246,English Dark Mild Ale,12,246,Jackson,MS
Ballistic Blonde,2032,0.051,31,246,Belgian Pale Ale,12,246,Jackson,MS
Golden Fleece,2031,0.045,35,247,Belgian Pale Ale,12,247,Greenville,SC
Smoking Mirror,2030,0.055,30,247,American Porter,12,247,Greenville,SC
Tropicalia,2029,0.065,65,248,American IPA,12,248,Athens,GA
Athena,2028,0.045,NA,248,Berliner Weissbier,12,248,Athens,GA
Pursuit,2026,0.07,40,249,American IPA,12,249,Stamford,CT
Half Full Bright Ale,1361,0.052,18,249,American Blonde Ale,12,249,Stamford,CT
Montauk Light,2024,0.035,NA,250,Light Lager,12,250,Southampton,NY
Enlighten,2019,0.045,NA,251,Kölsch,16,251,Angola,IN
Ale Cider,2018,0.065,8,251,Fruit / Vegetable Beer,16,251,Angola,IN
Pail Ale,2017,0.055,30,251,American Pale Ale (APA),16,251,Angola,IN
Englishman,2016,0.045,NA,251,English Brown Ale,16,251,Angola,IN
Barrio Blanco,2005,0.06,60,252,American IPA,12,252,Tucson,AZ
Barrio Tucson Blonde,1343,0.045,NA,252,American Blonde Ale,12,252,Tucson,AZ
Giant DIPA,2002,0.089,88,253,American Double / Imperial IPA,16,253,Santa Cruz,CA
Dread Brown Ale,1683,0.054,NA,253,American Brown Ale,12,253,Santa Cruz,CA
Casinos IPA,1362,0.07,NA,253,English India Pale Ale (IPA),16,253,Santa Cruz,CA
Old Detroit,1998,0.056,NA,254,American Amber / Red Ale,12,254,Frankenmuth,MI
Batch 69 IPA,1556,0.069,69,254,American IPA,12,254,Frankenmuth,MI
Twisted Helles Summer Lager,1208,0.055,18,254,Munich Helles Lager,12,254,Frankenmuth,MI
Bushwhacker Cider,1986,0.069,NA,255,Cider,16,255,Somerset Center,MI
Weim-R-Iner,1985,0.069,NA,255,Cider,16,255,Somerset Center,MI
Cherry Bomb,1984,0.069,NA,255,Cider,16,255,Somerset Center,MI
Brontide,1983,0.05,NA,256,American Black Ale,12,256,Baltimore,MD
Brontide,1631,0.05,NA,256,American Black Ale,12,256,Baltimore,MD
Classique,1344,0.045,NA,256,Saison / Farmhouse Ale,12,256,Baltimore,MD
Hardcore Chimera,1981,0.09,NA,257,American Double / Imperial IPA,16,257,Chicago,IL
Sobek & Set,1664,0.08,80,257,American Black Ale,16,257,Chicago,IL
Nuclear Winter,1663,0.086,NA,257,Belgian Strong Dark Ale,16,257,Chicago,IL
Wet Hot American Wheat Ale,1662,0.05,22,257,American Pale Wheat Ale,16,257,Chicago,IL
Secret Stache Stout,941,0.053,NA,257,American Stout,16,257,Chicago,IL
Fascist Pig Ale,935,0.08,72,257,American Amber / Red Ale,16,257,Chicago,IL
Cut Throat Pale Ale,809,0.055,NA,257,American Pale Ale (APA),16,257,Chicago,IL
Threadless IPA,481,0.075,NA,257,American IPA,16,257,Chicago,IL
Cut Throat Pale Ale (2011),351,0.055,NA,257,American Pale Ale (APA),16,257,Chicago,IL
Golden Wing Blonde Ale,350,0.047,NA,257,American Blonde Ale,16,257,Chicago,IL
LuckenBock,1972,0.07,18,258,Bock,16,258,South Austin,TX
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16,258,South Austin,TX
6 String Saison,1970,0.08,NA,258,Saison / Farmhouse Ale,16,258,South Austin,TX
Kol' Beer,1969,0.05,22,258,Kölsch,16,258,South Austin,TX
Wagon Party,1966,0.054,55,259,California Common / Steam Beer,12,259,Minneapolis,MN
Sky-Five,1965,0.067,70,259,American IPA,12,259,Minneapolis,MN
Stargrazer,1964,0.05,28,259,Schwarzbier,12,259,Minneapolis,MN
Wonderstuff,1963,0.054,48,259,German Pilsener,12,259,Minneapolis,MN
Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,260,Rogers,AR
Train Wreck,1952,0.082,NA,261,American Amber / Red Ale,16,261,Mount Pleasant,MI
Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12,262,Waterbury,VT
Birdhouse Pale Ale,1945,0.05,NA,263,Belgian Pale Ale,12,263,Baltimore,MD
Ozzy,1079,0.073,NA,263,Belgian Pale Ale,12,263,Baltimore,MD
Resurrection,94,0.07,NA,263,Dubbel,12,263,Baltimore,MD
Incredible Pedal IPA,1944,0.07,NA,264,American IPA,12,264,Denver,CO
Graham Cracker Porter,1943,0.05,NA,264,American Porter,12,264,Denver,CO
Rudie Session IPA,1942,0.045,NA,265,American IPA,12,265,Durango,CO
Taster's Choice,1708,0.074,NA,265,Doppelbock,12,265,Durango,CO
Modus Hoperandi,1521,0.068,65,265,American IPA,12,265,Durango,CO
Estival Cream Stout,1297,0.058,15,265,American Stout,12,265,Durango,CO
Vernal Minthe Stout,1192,0.058,NA,265,American Stout,12,265,Durango,CO
Hibernal Vinifera Stout,1013,0.08,NA,265,Foreign / Export Stout,12,265,Durango,CO
Autumnal Molé Stout,774,NA,NA,265,American Stout,12,265,Durango,CO
Mexican Logger,386,0.042,18,265,American Pale Lager,12,265,Durango,CO
True Blonde Ale,70,0.053,NA,265,American Blonde Ale,12,265,Durango,CO
Euphoria Pale Ale,69,0.061,NA,265,American Pale Ale (APA),12,265,Durango,CO
ESB Special Ale,68,0.057,58,265,Extra Special / Strong Bitter (ESB),12,265,Durango,CO
Modus Hoperandi,67,0.068,65,265,American IPA,12,265,Durango,CO
Almanac IPA,1938,0.062,72,266,American IPA,12,266,Albuquerque,NM
Milk Mustachio Stout,1937,0.065,NA,266,Milk / Sweet Stout,12,266,Albuquerque,NM
Farmer's Tan Red Ale,1936,0.06,30,266,American Amber / Red Ale,12,266,Albuquerque,NM
Fresh Cut Pilsner,1931,0.046,NA,267,American Pilsner,12,267,Portland,ME
Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12,267,Portland,ME
Cape Cod Red,1928,0.055,35,268,American Amber / Red Ale,16,268,Hyannis,MA
Beach Blonde,1927,0.049,10,268,American Blonde Ale,16,268,Hyannis,MA
Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,269,Bridgewater Corners,VT
Long Trail Ale,1924,0.046,30,269,American Amber / Red Ale,12,269,Bridgewater Corners,VT
Double Bag,1090,0.072,33,269,Altbier,16,269,Bridgewater Corners,VT
Blackbeary Wheat,574,0.04,8,269,Fruit / Vegetable Beer,12,269,Bridgewater Corners,VT
Long Trail Ale (1),573,0.046,30,269,Altbier,12,269,Bridgewater Corners,VT
Commotion APA,1923,0.052,49,270,American Pale Ale (APA),12,270,Shreveport,LA
Southern Drawl Pale Lager,1922,0.052,NA,270,American Pale Lager,12,270,Shreveport,LA
Freeride APA,1921,0.053,40,271,American Pale Ale (APA),12,271,Juneau,AK
Alaskan Amber,1920,0.053,18,271,Altbier,12,271,Juneau,AK
Left of the Dial IPA,1917,0.043,NA,272,American IPA,12,272,Ipswich,MA
Notch Session Pils,1190,0.04,NA,272,Czech Pilsener,12,272,Ipswich,MA
Petit Mutant,1916,0.06,NA,273,American Wild Ale,16,273,Waterbury,VT
The Crusher,1915,0.096,NA,273,American Double / Imperial IPA,16,273,Waterbury,VT
Beelzebub,1914,0.08,NA,273,American Double / Imperial Stout,16,273,Waterbury,VT
Focal Banger,1810,0.07,NA,273,American IPA,16,273,Waterbury,VT
Heady Topper,1111,0.08,120,273,American Double / Imperial IPA,16,273,Waterbury,VT
Heady Topper,379,0.08,120,273,American Double / Imperial IPA,16,273,Waterbury,VT
Hydraulion Red,1913,0.053,22,274,Irish Red Ale,12,274,Charlottesville,VA
40 Mile IPA,1912,0.06,50,274,American IPA,12,274,Charlottesville,VA
Big Chuck Barleywine,1909,0.099,NA,275,American Barleywine,12,275,Cleveland,OH
Fresh Slice White IPA,1908,0.055,45,276,American White IPA,12,276,Middlebury,VT
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,277,Montauk,NY
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12,277,Montauk,NY
Let It Ride IPA,1903,0.068,90,278,American IPA,12,278,Minneapolis,MN
Stir Crazy Winter Ale,1691,0.065,22,278,Winter Warmer,12,278,Minneapolis,MN
Sweet Yamma Jamma Ale,1555,0.05,10,278,Fruit / Vegetable Beer,12,278,Minneapolis,MN
Shenanigans Summer Ale,1115,0.046,27,278,American Pale Wheat Ale,12,278,Minneapolis,MN
Midnight Ryder,729,0.065,80,278,American Black Ale,12,278,Minneapolis,MN
Day Tripper Pale Ale,728,0.054,45,278,American Pale Ale (APA),12,278,Minneapolis,MN
Lost Sailor IPA,1900,0.055,40,279,English India Pale Ale (IPA),12,279,South Deerfield,MA
Steel Rail Extra Pale Ale,1317,0.053,20,279,American Pale Ale (APA),12,279,South Deerfield,MA
La Ferme Urbaine Farmhouse Ale,1899,0.078,NA,280,Saison / Farmhouse Ale,12,280,Pawtucket,RI
Backyahd IPA,983,0.06,NA,280,American IPA,12,280,Pawtucket,RI
Raincloud Robust Porter,982,0.065,NA,280,American Porter,12,280,Pawtucket,RI
Barstool American Golden Ale,981,0.045,NA,280,American Blonde Ale,12,280,Pawtucket,RI
Groupe G,1895,0.076,65,281,Belgian IPA,16,281,Mill Valley,CA
Pt. Bonita Rustic Lager,1894,0.062,40,281,American Pale Lager,16,281,Mill Valley,CA
Hill 88 Double IPA,1893,0.088,77,281,American Double / Imperial IPA,16,281,Mill Valley,CA
Longhop IPA,1891,0.042,30,282,American IPA,16,282,Ridgefield Park,NJ
