Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brew_ID,City,State
Bent Paddle Black Ale,1261,0.06,34,76,American Black Ale,12,76,Duluth,MN
Venture Pils,1253,0.05,38,76,German Pilsener,12,76,Duluth,MN
Oberon,2494,0.058,NA,77,American Pale Wheat Ale,12,77,Kalamazoo,MI
Smitten,2325,0.06,NA,77,Rye Beer,16,77,Kalamazoo,MI
Winter White,2022,0.05,NA,77,Witbier,16,77,Kalamazoo,MI
Oberon,1989,0.058,NA,77,American Pale Wheat Ale,16,77,Kalamazoo,MI
Two Hearted,1988,0.07,NA,77,American IPA,16,77,Kalamazoo,MI
Best Brown,1955,0.058,NA,77,American Brown Ale,16,77,Kalamazoo,MI
Professor Black,2490,NA,NA,78,American Stout,12,78,Austin,TX
Little Boss,2489,NA,NA,78,American Pale Wheat Ale,12,78,Austin,TX
Van Dayum!,2488,NA,NA,78,American Amber / Red Ale,12,78,Austin,TX
Spirit Animal,2487,NA,NA,78,American Pale Ale (APA),12,78,Austin,TX
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,79,San Francisco,CA
Saddle Bronc Brown Ale,2485,0.048,16,80,American Brown Ale,12,80,Sheridan,WY
Bomber Mountain Amber Ale,2484,0.046,20,80,American Amber / Red Ale,12,80,Sheridan,WY
Hard Cider,2483,0.068,NA,81,Cider,16,81,Portland,OR
Totally Radler,2482,0.027,21,81,Radler,16,81,Portland,OR
Nonstop Hef Hop,2400,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2399,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2398,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2397,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2396,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2395,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2394,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2393,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2392,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2391,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2390,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Nonstop Hef Hop,2389,0.039,20,81,American Pale Wheat Ale,16,81,Portland,OR
Rise Up Red,2388,0.058,60,81,American Amber / Red Ale,16,81,Portland,OR
Survival Stout,2200,0.058,35,81,American Stout,16,81,Portland,OR
Hopworks IPA,2199,0.066,75,81,American IPA,16,81,Portland,OR
Abominable Winter Ale,2193,0.073,70,81,American Strong Ale,16,81,Portland,OR
Pigwar White India Pale Ale,1398,0.06,60,81,American White IPA,16,81,Portland,OR
Rise-Up Red (2014),1085,0.058,60,81,American Amber / Red Ale,16,81,Portland,OR
Abominable Winter Ale (2012),916,0.073,70,81,American Strong Ale,16,81,Portland,OR
HUB Lager,658,0.051,32,81,Czech Pilsener,16,81,Portland,OR
Hopworks IPA (2012),653,0.066,75,81,American IPA,16,81,Portland,OR
Lil' Brainless Raspberries,2477,0.052,NA,82,Fruit / Vegetable Beer,12,82,Denver,CO
Element 29,2008,0.052,NA,82,American Pale Ale (APA),12,82,Denver,CO
Hop Syndrome,2004,0.05,NA,82,American Pale Lager,12,82,Denver,CO
Escape to Colorado,2003,0.062,NA,82,American IPA,12,82,Denver,CO
Slow Ride,2475,0.045,40,83,American IPA,12,83,Fort Collins,CO
Ranger IPA,2230,0.065,70,83,American IPA,12,83,Fort Collins,CO
Shift,1987,0.05,29,83,American Pale Lager,12,83,Fort Collins,CO
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12,83,Fort Collins,CO
Blue Paddle,1975,0.048,NA,83,Czech Pilsener,12,83,Fort Collins,CO
California Route,1737,0.055,NA,83,American Amber / Red Lager,12,83,Fort Collins,CO
Snapshot,1707,0.052,NA,83,American Pale Wheat Ale,16,83,Fort Collins,CO
Sunshine Wheat Beer,1690,0.048,NA,83,American Pale Wheat Ale,12,83,Fort Collins,CO
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,83,Fort Collins,CO
Shift (1),952,0.05,29,83,American Pale Lager,12,83,Fort Collins,CO
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,83,Fort Collins,CO
Shift,578,0.05,29,83,American Pale Lager,16,83,Fort Collins,CO
Ranger IPA,564,0.065,70,83,American IPA,16,83,Fort Collins,CO
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,83,Fort Collins,CO
Ranger IPA (Current),115,0.065,70,83,American IPA,12,83,Fort Collins,CO
Sunshine Wheat Beer (2009),72,0.048,NA,83,American Pale Wheat Ale,12,83,Fort Collins,CO
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,83,Fort Collins,CO
Nooner,2474,0.052,NA,84,German Pilsener,12,84,Chico,CA
Torpedo,2239,0.072,65,84,American IPA,12,84,Chico,CA
Yonder Bock,1919,0.06,NA,84,Maibock / Helles Bock,12,84,Chico,CA
CANfusion Rye Bock,1918,0.06,NA,84,Rye Beer,12,84,Chico,CA
Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16,84,Chico,CA
Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12,84,Chico,CA
Summerfest,1295,0.05,28,84,Czech Pilsener,12,84,Chico,CA
Torpedo,426,0.072,65,84,American IPA,16,84,Chico,CA
Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12,84,Chico,CA
U. P. Witbier,2472,NA,NA,85,Witbier,12,85,Houghton,MI
November Gale Pale Ale,779,NA,NA,85,American Pale Ale (APA),12,85,Houghton,MI
Olde Ore Dock Scottish Ale,364,NA,NA,85,Scottish Ale,12,85,Houghton,MI
Widow Maker Black Ale,60,NA,NA,85,American Brown Ale,12,85,Houghton,MI
Lift Bridge Brown Ale,59,NA,NA,85,American Brown Ale,12,85,Houghton,MI
Pick Axe Blonde Ale,58,NA,NA,85,American Blonde Ale,12,85,Houghton,MI
Red Jacket Amber Ale,57,NA,NA,85,American Amber / Red Ale,12,85,Houghton,MI
Manitou Amber,2468,0.053,NA,86,American Amber / Red Ale,16,86,Traverse City,MI
Autumn Winds Fest Beer,2461,0.058,NA,87,Märzen / Oktoberfest,16,87,Westerly,RI
Captain's Daughter,2044,0.085,69,87,American Double / Imperial IPA,12,87,Westerly,RI
India Pale Ale,2460,0.063,65,88,American IPA,16,88,Kirkwood,MO
Blackberry Wheat,2459,0.048,11,88,American Pale Wheat Ale,16,88,Kirkwood,MO
312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,89,Chicago,IL
312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,89,Chicago,IL
312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,89,Chicago,IL
312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,89,Chicago,IL
312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,89,Chicago,IL
Broad Brook Ale,2456,0.061,NA,90,American Amber / Red Ale,16,90,East Windsor,CT
Lionshead,2455,0.045,NA,91,American Pilsner,12,91,Wilkes-Barre,PA
Galaxy High,2454,0.099,NA,92,American Double / Imperial IPA,12,92,Cincinnati,OH
Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,92,Cincinnati,OH
Thunder Snow,2133,0.085,NA,92,Winter Warmer,12,92,Cincinnati,OH
The Great Pumpcan,1994,0.079,18,92,Fruit / Vegetable Beer,16,92,Cincinnati,OH
LIFT,1816,0.047,11,92,Kölsch,12,92,Cincinnati,OH
SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,92,Cincinnati,OH
Psychopathy,1126,0.069,70,92,American IPA,12,92,Cincinnati,OH
Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,92,Cincinnati,OH
Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,92,Cincinnati,OH
Razz Wheat,2453,0.055,NA,93,Fruit / Vegetable Beer,12,93,Athens,OH
Hop Ryot,2363,0.065,NA,93,American IPA,12,93,Athens,OH
Mystic Mama IPA,689,0.07,NA,93,American IPA,12,93,Athens,OH
Firefly Amber Ale,688,0.05,NA,93,American Amber / Red Ale,12,93,Athens,OH
Chomolungma Honey Nut Brown Ale,687,0.067,NA,93,English Brown Ale,12,93,Athens,OH
Hustle,2452,0.057,42,94,American Amber / Red Ale,12,94,Cincinnati,OH
Pure Fury,2451,0.055,42,94,American Pale Ale (APA),12,94,Cincinnati,OH
Dad,2132,0.06,60,94,American Amber / Red Ale,12,94,Cincinnati,OH
Panther,1993,0.058,35,94,American Porter,12,94,Cincinnati,OH
Franz,1992,0.052,21,94,Märzen / Oktoberfest,12,94,Cincinnati,OH
Zen,1935,0.043,45,94,American Pale Ale (APA),12,94,Cincinnati,OH
Truth,1852,0.072,75,94,American IPA,12,94,Cincinnati,OH
Cougar,1851,0.048,25,94,American Blonde Ale,12,94,Cincinnati,OH
Self Starter,2450,0.052,67,95,American IPA,16,95,Dayton,OH
Ermal's,2223,0.054,20,95,Cream Ale,16,95,Dayton,OH
10 Ton,2222,0.07,NA,95,Oatmeal Stout,16,95,Dayton,OH
Flyin' Rye,2221,0.07,NA,95,American IPA,16,95,Dayton,OH
Flying Sailor,2449,0.073,NA,96,Rye Beer,12,96,Marquette,MA
Peanut Butter Jelly Time,2446,0.058,NA,97,American Brown Ale,12,97,Morganton,NC
King Coconut,2106,0.054,NA,97,American Porter,12,97,Morganton,NC
Troegenator,2445,0.082,NA,98,Doppelbock,16,98,Hershey,PA
Nugget Nectar,2444,0.075,93,98,American Amber / Red Ale,16,98,Hershey,PA
Sunshine Pils,2203,0.045,45,98,American Pilsner,12,98,Hershey,PA
Troegenator Doublebock,1510,0.082,25,98,Doppelbock,16,98,Hershey,PA
Perpetual IPA,1509,0.075,85,98,American IPA,12,98,Hershey,PA
Cortez Gold,2442,0.05,NA,99,Belgian Pale Ale,32,99,San Diego,CA
Mission IPA,2441,0.068,66,99,American IPA,32,99,San Diego,CA
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,99,San Diego,CA
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,99,San Diego,CA
Bay of Bengal Double IPA (2014),2440,0.089,126,100,American Double / Imperial IPA,12,100,Cincinnati,OH
Christmas Ale,2439,0.09,NA,101,Herbed / Spiced Beer,12,101,Lexington,KY
Pay It Forward Cocoa Porter,2356,0.07,NA,101,American Porter,12,101,Lexington,KY
West Sixth Amber Ale,1069,0.055,NA,101,American Amber / Red Ale,12,101,Lexington,KY
West Sixth IPA,652,NA,NA,101,American IPA,12,101,Lexington,KY
Rhode Island Blueberry,2438,0.046,11,102,Kölsch,12,102,Newport,RI
Newport Storm IPA,2437,0.065,75,102,American IPA,12,102,Newport,RI
Hurricane Amber Ale (2004),751,0.052,24,102,American Amber / Red Ale,12,102,Newport,RI
Hurricane Amber Ale,120,0.052,24,102,American Amber / Red Ale,12,102,Newport,RI
Amber Ale,2436,0.051,NA,103,American Amber / Red Ale,12,103,Anchorage,AK
King Street Pilsner,1706,0.055,NA,103,Czech Pilsener,12,103,Anchorage,AK
King Street IPA,1667,0.06,70,103,American IPA,12,103,Anchorage,AK
King Street Hefeweizen,1666,0.057,10,103,Hefeweizen,12,103,Anchorage,AK
King Street Blonde Ale,1665,0.049,NA,103,American Blonde Ale,12,103,Anchorage,AK
Watermelon Ale,2435,0.05,10,104,Fruit / Vegetable Beer,12,104,Lowell,MA
Fenway American Pale Ale,2423,0.058,45,104,American Pale Ale (APA),12,104,Lowell,MA
Back Bay IPA,2420,0.068,85,104,American IPA,12,104,Lowell,MA
Bunker Hill Blueberry Ale,2419,0.048,16,104,Other,12,104,Lowell,MA
Peach Pale Ale,2434,0.057,40,105,American Pale Ale (APA),12,105,Lone Tree,CO
Four String Vanilla Porter,2428,0.06,NA,106,American Porter,12,106,Columbus,OH
Suncaster Summer Wheat,2427,0.05,28,106,American Pale Wheat Ale,12,106,Columbus,OH
Brass Knuckle Pale Ale,2425,0.057,36,106,American Pale Ale (APA),12,106,Columbus,OH
Big Star White IPA,2424,0.07,70,106,American White IPA,12,106,Columbus,OH
Clean Shave IPA,2426,0.067,70,107,American IPA,12,107,Pineland,ME
Firestarter India Pale Ale,2422,0.066,72,108,American IPA,12,108,Eagle,CO
Kilt Dropper Scotch Ale,1727,0.075,22,108,Scotch Ale / Wee Heavy,16,108,Eagle,CO
Wood Splitter Pilsner,1614,0.048,30,108,Czech Pilsener,16,108,Eagle,CO
Gyptoberfest,1613,0.056,26,108,Märzen / Oktoberfest,12,108,Eagle,CO
Farmer Wirtz India Pale Ale,1549,0.07,94,108,English India Pale Ale (IPA),16,108,Eagle,CO
Slow & Steady Golden Ale,1548,0.047,NA,108,American Blonde Ale,12,108,Eagle,CO
Pink-I Raspberry IPA,1517,0.068,NA,108,American IPA,16,108,Eagle,CO
Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,0.047,NA,108,American Blonde Ale,12,108,Eagle,CO
Live Local Golden Ale,1421,0.047,NA,108,American Blonde Ale,12,108,Eagle,CO
Screaming Eagle Special Ale ESB,1360,0.048,38,108,Extra Special / Strong Bitter (ESB),12,108,Eagle,CO
Dirtbag Dunkel,1184,0.049,NA,108,Munich Dunkel Lager,16,108,Eagle,CO
Kindler Pale Ale,1183,0.053,45,108,American Pale Ale (APA),12,108,Eagle,CO
Mistress Winter Wheat,1023,0.064,NA,108,Winter Warmer,12,108,Eagle,CO
Tent Pole Vanilla Porter,998,0.061,NA,108,American Porter,16,108,Eagle,CO
Awry Rye Pale Ale,997,0.058,NA,108,American Pale Ale (APA),12,108,Eagle,CO
Demshitz Brown Ale,996,0.058,NA,108,American Brown Ale,12,108,Eagle,CO
Wood Splitter Pilsner (2012),931,0.048,NA,108,Czech Pilsener,12,108,Eagle,CO
Brush Creek Blonde,798,0.048,NA,108,American Blonde Ale,16,108,Eagle,CO
Firestarter India Pale Ale,633,0.066,72,108,American IPA,16,108,Eagle,CO
Watermelon Ale,2421,0.051,11,109,Fruit / Vegetable Beer,12,109,Bloomfield,CT
4000 Footer IPA,2417,0.065,82,110,American IPA,12,110,North Woodstock,NH
Summer Brew,2306,0.028,15,110,American Pilsner,12,110,North Woodstock,NH
Consilium,2414,0.05,40,111,American Pale Ale (APA),12,111,Denver,CO
Hammer & Sickle,1581,0.09,60,111,Russian Imperial Stout,12,111,Denver,CO
Redacted Rye IPA,1176,0.07,100,111,American IPA,16,111,Denver,CO
Elevation Triple India Pale Ale,1006,0.099,100,111,American Double / Imperial IPA,12,111,Denver,CO
5:00 O'Clock Afternoon Ale,1005,0.05,25,111,American Blonde Ale,16,111,Denver,CO
Ryeteous Rye IPA (2012),636,0.07,100,111,American IPA,16,111,Denver,CO
Cali Creamin',2413,0.052,21,112,Cream Ale,12,112,Vista,CA
Deception,2412,0.045,16,113,American Blonde Ale,12,113,Temecula,CA
Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,113,Temecula,CA
Black Market Hefeweizen,1897,0.05,8,113,Hefeweizen,12,113,Temecula,CA
Aftermath Pale Ale,1896,0.058,44,113,American Pale Ale (APA),12,113,Temecula,CA
Nitro Can Coffee Stout,2411,0.052,NA,114,American Stout,12,114,Yardley,PA
Welcome to Scoville,2408,0.069,NA,115,American IPA,12,115,Laurel,MD
Rule G IPA,2407,0.07,88,116,American IPA,12,116,Norfolk,VA
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,116,Norfolk,VA
Alter Ego,2405,0.062,33,116,Saison / Farmhouse Ale,12,116,Norfolk,VA
Hop in the ‘Pool Helles,2404,0.049,22,117,American Pilsner,12,117,Portland,OR
Ultra Gnar Gnar IPA,2323,0.067,60,117,American IPA,12,117,Portland,OR
In-Tents India Pale Lager,2189,0.068,62,117,American Pale Lager,12,117,Portland,OR
Lost Meridian Wit,2188,0.05,20,117,Witbier,12,117,Portland,OR
Celestial Meridian Cascadian Dark Lager,2187,0.051,45,117,Euro Dark Lager,12,117,Portland,OR
P-Town Pilsner,2403,0.04,20,118,American Pilsner,12,118,Portland,OR
Klickitat Pale Ale,2402,0.053,36,118,American Pale Ale (APA),12,118,Portland,OR
Yellow Wolf Imperial IPA,2401,0.082,103,118,American Double / Imperial IPA,12,118,Portland,OR
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,119,Conroe,TX
Walloon,2267,0.055,NA,119,Saison / Farmhouse Ale,12,119,Conroe,TX
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12,119,Conroe,TX
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12,119,Conroe,TX
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12,119,Conroe,TX
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12,119,Conroe,TX
Old Potentate,1010,0.072,40,119,Old Ale,12,119,Conroe,TX
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,119,Conroe,TX
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12,119,Conroe,TX
Walloon (2014),691,0.055,NA,119,Saison / Farmhouse Ale,12,119,Conroe,TX
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12,119,Conroe,TX
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12,119,Conroe,TX
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,119,Conroe,TX
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,119,Conroe,TX
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,120,Durango,CO
Colorado Kölsch,92,0.049,17,120,Kölsch,12,120,Durango,CO
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12,120,Durango,CO
Third Eye Pale Ale,90,0.065,65,120,American IPA,12,120,Durango,CO
Watermelon Wheat,2385,0.056,NA,121,American Pale Wheat Ale,12,121,Milwaukee,WI
Laka Laka Pineapple,2384,0.051,17,121,Hefeweizen,12,121,Milwaukee,WI
Oktoberfest,2383,0.06,NA,121,Märzen / Oktoberfest,16,121,Milwaukee,WI
IPA #11,2380,0.057,58,122,American IPA,16,122,Cheboygan,MI
Blood Orange Honey,2379,0.057,10,122,Fruit / Vegetable Beer,16,122,Cheboygan,MI
Lighthouse Amber,2354,0.052,NA,122,Altbier,16,122,Cheboygan,MI
Main St. Virginia Ale,2377,0.05,40,123,Altbier,12,123,Ashland,VA
Chin Music Amber Lager,1839,0.045,24,123,American Amber / Red Lager,12,123,Ashland,VA
Main St. Virginia Ale,1248,0.05,40,123,Altbier,12,123,Ashland,VA
Ray Ray’s Pale Ale,1247,0.052,42,123,American Pale Ale (APA),12,123,Ashland,VA
Summer Ale,2376,0.049,NA,124,American Blonde Ale,12,124,Ipswich,MA
Mr. Blue Sky,2375,0.045,6,125,American Pale Wheat Ale,16,125,Birmingham,MI
3 Scrooges,2143,0.065,NA,125,Winter Warmer,16,125,Birmingham,MI
Screamin’ Pumpkin,2142,0.05,25,125,Pumpkin Ale,16,125,Birmingham,MI
Grand Trunk Bohemian Pils,2141,0.05,35,125,Czech Pilsener,16,125,Birmingham,MI
El Rojo,2140,0.065,25,125,American Amber / Red Ale,16,125,Birmingham,MI
Norm's Raggedy Ass IPA,2139,0.075,NA,125,American IPA,16,125,Birmingham,MI
Grind Line,2138,0.05,35,125,American Pale Ale (APA),16,125,Birmingham,MI
Norm's Gateway IPA,2007,0.04,55,125,American IPA,12,125,Birmingham,MI
Lemon Shandy Tripel,1570,0.09,NA,125,Tripel,16,125,Birmingham,MI
Weisse Versa (2012),2374,0.052,16,126,Hefeweizen,12,126,Houston,TX
Mother in Lager,1560,0.058,25,126,Munich Dunkel Lager,12,126,Houston,TX
Weekend Warrior Pale Ale,1557,0.055,40,126,American Pale Ale (APA),12,126,Houston,TX
Karbachtoberfest,1458,0.055,25,126,Märzen / Oktoberfest,12,126,Houston,TX
Love Street Summer Seasonal (2014),1235,0.047,20,126,Kölsch,12,126,Houston,TX
Barn Burner Saison,1068,0.066,20,126,Saison / Farmhouse Ale,12,126,Houston,TX
Rodeo Clown Double IPA,666,0.095,85,126,American Double / Imperial IPA,12,126,Houston,TX
Sympathy for the Lager,465,0.049,45,126,American Amber / Red Lager,12,126,Houston,TX
Weisse Versa,464,0.052,15,126,Hefeweizen,12,126,Houston,TX
Hopadillo India Pale Ale,463,0.066,70,126,American IPA,12,126,Houston,TX
The Green Room,2372,0.06,75,127,American IPA,16,127,Austin,TX
Humbucker Helles,2367,0.047,25,127,Maibock / Helles Bock,16,127,Austin,TX
Neato Bandito,2371,0.06,NA,128,Euro Pale Lager,12,128,Dallas,TX
Oak Cliff Coffee Ale,2251,0.075,33,128,American Brown Ale,12,128,Dallas,TX
Dream Crusher Double IPA,2166,0.085,100,128,American Double / Imperial IPA,12,128,Dallas,TX
Deep Ellum Pale Ale,1827,0.06,NA,128,American Pale Ale (APA),12,128,Dallas,TX
Double Brown Stout,1203,0.07,NA,128,Baltic Porter,12,128,Dallas,TX
Farmhouse Wit,1202,0.048,25,128,Saison / Farmhouse Ale,16,128,Dallas,TX
Rye Pils Session Lager,1161,0.046,NA,128,German Pilsener,12,128,Dallas,TX
Dallas Blonde,946,0.052,23,128,American Blonde Ale,12,128,Dallas,TX
Deep Ellum IPA,943,0.07,70,128,American IPA,12,128,Dallas,TX
18th Anniversary Gose,2370,0.044,5,129,Gose,12,129,Blanco,TX
White (2015),2211,0.046,25,129,Witbier,12,129,Blanco,TX
BLAKKR,1861,0.099,85,129,American Black Ale,12,129,Blanco,TX
Firemans #4 Blonde Ale (2013),1718,0.051,21,129,American Blonde Ale,12,129,Blanco,TX
The Sword Iron Swan Ale,1290,0.059,NA,129,English Pale Ale,12,129,Blanco,TX
Hans' Pils (2015),1091,0.053,52,129,German Pilsener,12,129,Blanco,TX
Four Squared (2015),1086,0.06,50,129,American Blonde Ale,12,129,Blanco,TX
Firemans #4 Blonde Ale (2015),830,0.051,21,129,American Blonde Ale,12,129,Blanco,TX
Straub Beer (Current),2369,0.05,NA,130,American Adjunct Lager,12,130,St Mary's,PA
American Lager,2233,0.041,8,130,American Adjunct Lager,12,130,St Mary's,PA
American Amber,2232,0.041,8,130,American Amber / Red Lager,12,130,St Mary's,PA
American Light,2231,0.032,13,130,Light Lager,12,130,St Mary's,PA
Black Hop IPA,2368,0.068,NA,131,American Black Ale,12,131,Wolcott,CT
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Point Special,2365,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,132,Stevens Point,WI
Point Special,2228,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,132,Stevens Point,WI
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12,132,Stevens Point,WI
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16,132,Stevens Point,WI
St. Benedict's Winter Ale,1450,0.062,NA,132,Winter Warmer,12,132,Stevens Point,WI
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16,132,Stevens Point,WI
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,132,Stevens Point,WI
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,132,Stevens Point,WI
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,132,Stevens Point,WI
Drop Dead Blonde,684,0.035,NA,132,American Blonde Ale,12,132,Stevens Point,WI
Three Kings Ale,650,0.049,13,132,Kölsch,12,132,Stevens Point,WI
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12,132,Stevens Point,WI
2012 Black Ale,357,0.054,32,132,American Brown Ale,12,132,Stevens Point,WI
Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12,132,Stevens Point,WI
Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12,132,Stevens Point,WI
Point Amber Classic,139,0.047,14,132,American Amber / Red Lager,12,132,Stevens Point,WI
Point Special Lager,138,0.047,9,132,American Adjunct Lager,12,132,Stevens Point,WI
Royal Lager,2364,NA,NA,133,American Pale Lager,16,133,Weston,MO
Rip Van Winkle (Current),2348,0.08,NA,133,Bock,12,133,Weston,MO
O’Malley’s Stout,2344,NA,NA,133,English Stout,12,133,Weston,MO
O’Malley’s IPA,2343,0.075,89,133,American IPA,12,133,Weston,MO
O’Malley’s Irish Style Cream Ale,2342,NA,NA,133,Cream Ale,12,133,Weston,MO
L'il Lucy's Hot Pepper Ale,2341,0.049,28,133,Chile Beer,12,133,Weston,MO
Drop Kick Ale,2340,0.052,NA,133,American Amber / Red Ale,12,133,Weston,MO
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16,134,Hattiesburg,MS
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16,134,Hattiesburg,MS
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12,134,Hattiesburg,MS
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,134,Hattiesburg,MS
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,134,Hattiesburg,MS
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,134,Hattiesburg,MS
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16,134,Hattiesburg,MS
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,134,Hattiesburg,MS
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,134,Hattiesburg,MS
Axe Head Malt Liquor,2361,0.099,NA,135,American Malt Liquor,24,135,Monroe,WI
Huber Bock (2014),2359,0.054,NA,135,Bock,16,135,Monroe,WI
Minhas Light (2012),2358,0.04,NA,135,Light Lager,12,135,Monroe,WI
Huber,2282,0.05,NA,135,American Pale Lager,12,135,Monroe,WI
Clear Creek Ice,2281,0.062,NA,135,American Pale Lager,16,135,Monroe,WI
Clear Creek Ice,2280,0.062,NA,135,American Pale Lager,12,135,Monroe,WI
Mountain Crest,2279,0.055,NA,135,American Pale Lager,16,135,Monroe,WI
Mountain Crest,2278,0.055,NA,135,American Pale Lager,12,135,Monroe,WI
Mountain Creek (2013),2277,0.055,NA,135,American Pale Lager,12,135,Monroe,WI
Boxer,2276,0.05,NA,135,American Adjunct Lager,24,135,Monroe,WI
Boxer Light,2275,0.042,NA,135,Light Lager,12,135,Monroe,WI
Boxer Ice,2274,0.055,NA,135,American Adjunct Lager,12,135,Monroe,WI
Boxer,2273,0.05,NA,135,American Adjunct Lager,12,135,Monroe,WI
Morning Wood Wheat (Current),2360,0.059,14,136,American Pale Wheat Ale,12,136,Dillon,CO
Hideout Helles,1463,0.069,17,136,Munich Helles Lager,12,136,Dillon,CO
Dead Eye Dunkel,1462,0.06,15,136,Munich Dunkel Lager,12,136,Dillon,CO
Peacemaker Pilsner,1461,0.058,21,136,Czech Pilsener,12,136,Dillon,CO
Over the Rail Pale Ale,711,0.057,68,136,American Pale Ale (APA),12,136,Dillon,CO
